Date,Time,Crop_Type,Solar_Energy_Production_kWh,Temperature_C,Rainfall_mm,Soil_Moisture_Content,pH
28/9/2020,9:30:00,Lettuce,2.23,33.27,4.66,16.28,6.14
28/9/2020,12:00:00,Lettuce,4.33,32.97,11.89,21.97,6.46
28/9/2020,14:30:00,Lettuce,5.29,28.9,10.57,17.56,6.21
28/9/2020,16:45:00,Lettuce,3.48,28.93,6.12,18.15,6.11
28/9/2020,19:15:00,Lettuce,1.1,29.09,19.67,7.34,6.18
29/9/2020,7:15:00,Lettuce,1.07,32.08,3.41,14.86,6.11
29/9/2020,9:30:00,Lettuce,2.04,37.56,12.01,16.15,6.87
29/9/2020,12:00:00,Lettuce,5.61,37.95,5.65,15.31,6.92
29/9/2020,14:30:00,Lettuce,3.34,28.53,12.67,10.12,6.43
29/9/2020,16:45:00,Lettuce,2.39,28.15,6.79,18.63,6.78
29/9/2020,19:15:00,Lettuce,0.42,32.61,1.74,10.69,6.41
30/9/2020,7:15:00,Lettuce,0.71,35.69,5.02,17.13,6.07
30/9/2020,9:30:00,Lettuce,1.74,35.53,16.94,14.87,6.23
30/9/2020,12:00:00,Lettuce,4.69,29.65,10.68,19.54,6.59
30/9/2020,14:30:00,Lettuce,5.52,34.55,8.49,24.73,6.75
30/9/2020,16:45:00,Lettuce,3.86,30.26,7.76,17.98,6.33
30/9/2020,19:15:00,Lettuce,0.86,34.78,19.28,9.45,6.09
1/10/2020,7:15:00,Lettuce,1.18,34.82,10.31,18.44,6.83
1/10/2020,9:30:00,Lettuce,2.9,33.87,14.8,16.02,6.67
1/10/2020,12:00:00,Lettuce,6.33,33.18,16.35,7.11,6.36
1/10/2020,14:30:00,Lettuce,4.76,30.91,11.33,9.83,6.46
1/10/2020,16:45:00,Lettuce,3.11,35.83,12.71,12.96,6.53
1/10/2020,19:15:00,Lettuce,0.61,29.33,13.05,18.63,6.65
2/10/2020,7:15:00,Lettuce,0.95,25.28,17.4,13.79,6.52
2/10/2020,9:30:00,Lettuce,1.96,34.49,17.09,19.06,6.84
2/10/2020,12:00:00,Lettuce,4.94,34.45,13.81,20.81,6.46
2/10/2020,14:30:00,Lettuce,3.91,32.87,11.85,13.49,6.23
2/10/2020,16:45:00,Lettuce,3.37,33.59,16.61,21.81,6.81
2/10/2020,19:15:00,Lettuce,0.58,26.98,13.07,10.79,6.99
3/10/2020,7:15:00,Lettuce,0.64,28.04,16.08,11.6,6.41
3/10/2020,9:30:00,Lettuce,3.15,28.58,7.98,11.62,6.05
3/10/2020,12:00:00,Lettuce,5.92,34.5,14.76,13.68,6.12
3/10/2020,14:30:00,Lettuce,3.81,33.76,9.06,16.57,6.77
3/10/2020,16:45:00,Lettuce,3.39,36.89,11.51,17.49,6.97
3/10/2020,19:15:00,Lettuce,0.54,31.6,15.24,15.32,6.49
4/10/2020,7:15:00,Lettuce,0.46,28.41,13.69,11.5,6.26
4/10/2020,9:30:00,Lettuce,3.05,31.45,10.61,18.26,6.34
4/10/2020,12:00:00,Lettuce,5.86,36.23,13.67,13.82,6.48
4/10/2020,14:30:00,Lettuce,4.9,36.63,8.37,16.34,6.61
4/10/2020,16:45:00,Lettuce,3.47,35.11,14.5,10.74,6.52
4/10/2020,19:15:00,Lettuce,0.69,30.68,19.35,10.18,6.54
5/10/2020,7:15:00,Lettuce,0.54,34.86,15.33,10.52,6.31
5/10/2020,9:30:00,Lettuce,2.61,33.42,8.86,18.36,6.33
5/10/2020,12:00:00,Lettuce,5.17,34.87,15.56,14.78,6.32
5/10/2020,14:30:00,Lettuce,4.64,33.09,13.35,18.98,6.93
5/10/2020,16:45:00,Lettuce,1.93,34.64,15.69,18.07,6.8
5/10/2020,19:15:00,Lettuce,0.67,32.71,14.59,17.86,6.15
6/10/2020,7:15:00,Lettuce,0.82,32.69,15.34,22.55,6.39
6/10/2020,9:30:00,Lettuce,1.81,30.97,12.05,10.92,6.2
6/10/2020,12:00:00,Lettuce,5.27,30.59,11.17,18.02,6.88
6/10/2020,14:30:00,Lettuce,3.87,26.09,15.13,15.46,6.19
6/10/2020,16:45:00,Lettuce,2.45,29.12,19.77,18.34,6.59
6/10/2020,19:15:00,Lettuce,0.41,29.16,17.07,18.07,6.51
7/10/2020,7:15:00,Lettuce,0.65,35.13,16.24,21.26,6.26
7/10/2020,9:30:00,Lettuce,1.67,36.21,13.31,10.76,6.27
7/10/2020,12:00:00,Lettuce,5.02,28.8,13.62,17.86,6.47
7/10/2020,14:30:00,Lettuce,4.51,28.7,16.36,18.15,6.08
7/10/2020,16:45:00,Lettuce,1.98,32.13,18.02,19.4,6.81
7/10/2020,19:15:00,Lettuce,0.86,32.62,19.91,15.06,6.75
8/10/2020,7:15:00,Lettuce,1.17,31.35,16.01,8.83,6.5
8/10/2020,9:30:00,Lettuce,2.71,27.58,17.79,15.14,6.94
8/10/2020,12:00:00,Lettuce,4.67,27,10.62,13.71,6.53
8/10/2020,14:30:00,Lettuce,3.75,30.18,9.18,13.34,6.08
8/10/2020,16:45:00,Lettuce,2.73,34.28,10.54,11.42,6.29
8/10/2020,19:15:00,Lettuce,0.67,28.68,10.88,12.55,6.16
9/10/2020,7:15:00,Lettuce,0.83,36.14,19.61,16.12,6.88
9/10/2020,9:30:00,Lettuce,2.54,35.38,16.87,17.38,6.81
9/10/2020,12:00:00,Lettuce,6.3,31.9,12.18,16.44,6.84
9/10/2020,14:30:00,Lettuce,3.65,28.42,19.77,13.67,6.75
9/10/2020,16:45:00,Lettuce,3.75,23.43,12.79,18.89,6.53
9/10/2020,19:15:00,Lettuce,0.8,26.97,9.5,13.65,6.61
10/10/2020,7:15:00,Lettuce,0.93,29.44,16.03,12.34,6.37
10/10/2020,9:30:00,Lettuce,3.12,31.54,14.61,11.49,6.19
10/10/2020,12:00:00,Lettuce,4.35,32.22,15.81,15.62,6.64
10/10/2020,14:30:00,Lettuce,3.76,34.02,13.38,12.55,6.98
10/10/2020,16:45:00,Lettuce,3.01,30.7,10.34,12.06,6.65
10/10/2020,19:15:00,Lettuce,0.77,31.26,12.54,16.72,6.88
11/10/2020,7:15:00,Lettuce,0.54,29.57,14.43,10.98,6.51
11/10/2020,9:30:00,Lettuce,2.35,31.51,16.12,16.23,6.24
11/10/2020,12:00:00,Lettuce,5.16,37.23,10.66,10.09,6.77
11/10/2020,14:30:00,Lettuce,4.78,41.47,14.14,16.69,6.53
11/10/2020,16:45:00,Lettuce,3.22,33.17,12.42,12.22,6.91
11/10/2020,19:15:00,Lettuce,1,36.71,9.71,21.69,6.24
12/10/2020,7:15:00,Lettuce,0.95,36.28,19.36,12.96,6.85
12/10/2020,9:30:00,Lettuce,2.2,30.25,20.1,18.48,6.4
12/10/2020,12:00:00,Lettuce,4.64,26.74,13.74,9.37,6.63
12/10/2020,14:30:00,Lettuce,4.35,28.23,16.48,18.78,6.93
12/10/2020,16:45:00,Lettuce,1.93,29.25,16.32,14.93,6.25
12/10/2020,19:15:00,Lettuce,1.07,37.74,11.46,8.16,6.17
13/10/2020,7:15:00,Lettuce,1.07,28.96,14.99,14.74,6.86
13/10/2020,9:30:00,Lettuce,2.35,37.41,17.64,20.35,6.11
13/10/2020,12:00:00,Lettuce,4.39,32.68,13.13,17.19,6.63
13/10/2020,14:30:00,Lettuce,4.21,28.82,12.19,12.89,6.89
13/10/2020,16:45:00,Lettuce,3.13,35.43,14.6,15.49,6.66
13/10/2020,19:15:00,Lettuce,1.1,34.48,12.48,17.07,6.97
14/10/2020,7:15:00,Lettuce,0.99,29.9,14.17,19.36,6.61
14/10/2020,9:30:00,Lettuce,2.62,30.57,11.85,18.51,6.57
14/10/2020,12:00:00,Lettuce,4.37,33.31,15.45,19.51,6.32
14/10/2020,14:30:00,Lettuce,3.82,32.08,12.59,17.74,6.5
14/10/2020,16:45:00,Lettuce,2.02,30.89,19.33,16.7,6.29
14/10/2020,19:15:00,Lettuce,0.99,29.75,14.23,13.17,6.45
15/10/2020,7:15:00,Lettuce,0.63,23.45,15.84,15.71,6.64
15/10/2020,9:30:00,Lettuce,2.91,31.48,15.11,21.34,6.34
15/10/2020,12:00:00,Lettuce,5.46,30.58,15.75,22.06,6.37
15/10/2020,14:30:00,Lettuce,4.12,27.48,15.84,19.95,6.99
15/10/2020,16:45:00,Lettuce,2.77,30.83,18.73,21.99,6.08
15/10/2020,19:15:00,Lettuce,1.17,27.99,15.39,22.35,6.1
16/10/2020,7:15:00,Lettuce,0.94,32.1,17.25,13.82,6.98
16/10/2020,9:30:00,Lettuce,2.3,34.19,12.39,18.1,6.04
16/10/2020,12:00:00,Lettuce,4.41,28.24,17.46,17.42,6.24
16/10/2020,14:30:00,Lettuce,5.49,37.49,6.55,18.85,6.66
16/10/2020,16:45:00,Lettuce,2.21,27.88,14.94,11.23,6.62
16/10/2020,19:15:00,Lettuce,0.79,30.51,10.61,13.85,6.06
17/10/2020,7:15:00,Lettuce,0.82,28.07,15.03,9.93,6.85
17/10/2020,9:30:00,Lettuce,2.76,35.2,15.08,16.32,6.26
17/10/2020,12:00:00,Lettuce,5.09,26.44,11.89,11.8,6.98
17/10/2020,14:30:00,Lettuce,4.17,33.2,16.29,17.75,6.3
17/10/2020,16:45:00,Lettuce,2.54,30.76,16.71,16.73,6.06
17/10/2020,19:15:00,Lettuce,1.19,33.62,16.6,11.26,6.56
18/10/2020,7:15:00,Lettuce,0.76,36.37,9.8,12.34,6.01
18/10/2020,9:30:00,Lettuce,2.35,34.13,14.66,16.98,6.49
18/10/2020,12:00:00,Lettuce,5.23,34.97,19.63,20.03,6.8
18/10/2020,14:30:00,Lettuce,4.27,27.83,11.71,14.58,6.9
18/10/2020,16:45:00,Lettuce,1.61,28.35,17.25,20.8,6.52
18/10/2020,19:15:00,Lettuce,0.58,36.09,18.03,17.87,6.75
19/10/2020,7:15:00,Lettuce,0.94,31.5,14.85,12.87,6.04
19/10/2020,9:30:00,Lettuce,2.24,33.09,21.08,10.5,6.82
19/10/2020,12:00:00,Lettuce,4.15,26.63,11.03,12.22,6.73
19/10/2020,14:30:00,Lettuce,3.43,36.67,15.84,12.04,6.67
19/10/2020,16:45:00,Lettuce,3.2,34.95,13.81,12.61,6.76
19/10/2020,19:15:00,Lettuce,0.67,35.04,13.95,18.94,6.77
20/10/2020,7:15:00,Lettuce,1.18,34.42,15.05,13.55,6.95
20/10/2020,9:30:00,Lettuce,1.96,32.92,15.23,15.78,6.74
20/10/2020,12:00:00,Lettuce,5.26,27.98,14.96,12.73,6.81
20/10/2020,14:30:00,Lettuce,4.59,32.56,12.68,13.02,6.16
20/10/2020,16:45:00,Lettuce,2.93,26.9,12.35,17.45,6.88
20/10/2020,19:15:00,Lettuce,1.02,35.59,9.62,16.17,6.02
21/10/2020,7:15:00,Lettuce,0.48,30.31,15.57,19.09,6.52
21/10/2020,9:30:00,Lettuce,3.01,31.46,20.25,19.34,6.8
21/10/2020,12:00:00,Lettuce,4.08,39.83,16.26,13.28,6.43
21/10/2020,14:30:00,Lettuce,3.8,29.74,14.33,12.45,6.17
21/10/2020,16:45:00,Lettuce,3.43,30.14,16.56,8.1,6.33
21/10/2020,19:15:00,Lettuce,1.15,32.38,14.63,12.55,6.61
22/10/2020,7:15:00,Lettuce,0.7,32.42,8.65,12.97,7
22/10/2020,9:30:00,Lettuce,2.57,32.07,13.55,9.15,6.48
22/10/2020,12:00:00,Lettuce,5.01,26.99,15.63,17.15,6.73
22/10/2020,14:30:00,Lettuce,4.08,29.44,12.59,19.92,6.65
22/10/2020,16:45:00,Lettuce,2.37,30.43,13.19,11.62,6.81
22/10/2020,19:15:00,Lettuce,0.97,23.52,18.63,9.02,6.74
23/10/2020,7:15:00,Lettuce,0.82,39.84,13.79,11.94,6.71
23/10/2020,9:30:00,Lettuce,2.02,33.9,15.28,7.86,6.27
23/10/2020,12:00:00,Lettuce,5.16,36.56,14.76,18.05,6.41
23/10/2020,14:30:00,Lettuce,4.89,25.37,20.49,19.69,6.72
23/10/2020,16:45:00,Lettuce,2.99,32.02,15.12,18.4,6.05
23/10/2020,19:15:00,Lettuce,0.67,34.71,10.15,18.12,6.16
24/10/2020,7:15:00,Lettuce,0.89,34.62,13.37,14.76,6.53
24/10/2020,9:30:00,Lettuce,3.07,31.72,14.05,20.4,6.54
24/10/2020,12:00:00,Lettuce,6.13,31.64,11.79,19.86,6.88
24/10/2020,14:30:00,Lettuce,3.29,31.82,15.5,18.73,6.43
24/10/2020,16:45:00,Lettuce,3.22,28.33,14.83,18.99,6.76
24/10/2020,19:15:00,Lettuce,0.74,24.89,15.81,21.61,6.91
25/10/2020,7:15:00,Lettuce,0.62,32.54,20.65,17.09,6.78
25/10/2020,9:30:00,Lettuce,2.22,33.48,13.08,13.6,7
25/10/2020,12:00:00,Lettuce,5.14,30.33,9.61,11.69,6.78
25/10/2020,14:30:00,Lettuce,4.72,30.45,17.85,12.1,6.64
25/10/2020,16:45:00,Lettuce,3.82,32.66,12.8,19.32,6.11
25/10/2020,19:15:00,Lettuce,0.43,34.38,11.61,20.97,6.65
26/10/2020,7:15:00,Lettuce,1.12,33.21,15.46,12.31,6.91
26/10/2020,9:30:00,Lettuce,1.92,33.41,12.25,16.76,6.33
26/10/2020,12:00:00,Lettuce,4.04,29.08,16.77,10.51,6.97
26/10/2020,14:30:00,Lettuce,5.25,27.72,11.55,13.42,6.88
26/10/2020,16:45:00,Lettuce,1.81,33.01,14.12,16.95,6.75
26/10/2020,19:15:00,Lettuce,0.53,28.8,13.2,17.24,6.45
27/10/2020,7:15:00,Lettuce,0.61,34.31,16.09,17.31,6.96
27/10/2020,9:30:00,Lettuce,2.12,40.04,15.93,7.84,6.73
27/10/2020,12:00:00,Lettuce,5.31,32.15,19.66,17.97,6.05
27/10/2020,14:30:00,Lettuce,5.47,33.28,11.21,19.95,6.12
27/10/2020,16:45:00,Lettuce,1.86,21.39,14.4,15.01,6.23
27/10/2020,19:15:00,Lettuce,0.52,31.81,11.11,14.99,6.97
28/10/2020,7:15:00,Lettuce,1.04,29.75,13.06,10.75,6.61
28/10/2020,9:30:00,Lettuce,1.6,31.62,17.96,17.9,6.12
28/10/2020,12:00:00,Lettuce,5.24,31.71,13.53,5.28,6.59
28/10/2020,14:30:00,Lettuce,4.58,36.86,21.66,16.33,6.12
28/10/2020,16:45:00,Lettuce,3.14,29.44,19.41,18.08,6.57
28/10/2020,19:15:00,Lettuce,1.13,28.41,17.32,12.02,6.86
29/10/2020,7:15:00,Lettuce,0.57,29.67,16.6,14.96,6.4
29/10/2020,9:30:00,Lettuce,1.61,36.19,17.99,15.21,6.92
29/10/2020,12:00:00,Lettuce,4.42,32.12,19.16,13.02,6.66
29/10/2020,14:30:00,Lettuce,4.41,29.96,14.57,12.33,6.38
29/10/2020,16:45:00,Lettuce,1.99,37.36,16.06,19.06,6.82
29/10/2020,19:15:00,Lettuce,0.45,28.02,15.95,12.94,6.43
30/10/2020,7:15:00,Lettuce,0.45,27.75,16.19,12.14,6.13
30/10/2020,9:30:00,Lettuce,3.12,31.1,18.22,14.35,6.4
30/10/2020,12:00:00,Lettuce,4.55,30.09,9.84,18.11,6.09
30/10/2020,14:30:00,Lettuce,5.46,36.98,13.92,11.19,6.08
30/10/2020,16:45:00,Lettuce,3.48,27.68,17.04,12.61,6.45
30/10/2020,19:15:00,Lettuce,0.46,29.06,19.19,9.98,6.54
1/11/2020,7:15:00,Lettuce,0.42,29.33,28.29,44.14,6.78
1/11/2020,9:30:00,Lettuce,1.64,28.03,28.41,39.35,5.3
1/11/2020,12:00:00,Lettuce,3.82,29.59,13.32,42.39,6.4
1/11/2020,14:30:00,Lettuce,3.34,30.68,19.19,41.78,5.84
1/11/2020,16:45:00,Lettuce,1.38,29.89,29.22,44.21,5.32
1/11/2020,19:15:00,Lettuce,0.32,27.78,17.72,49.56,5.13
2/11/2020,7:15:00,Lettuce,0.41,28.97,14.23,47.44,6.23
2/11/2020,9:30:00,Lettuce,2.39,23.72,23.84,46.38,5.8
2/11/2020,12:00:00,Lettuce,3.48,25.24,19.3,47.38,5.81
2/11/2020,14:30:00,Lettuce,3.05,29.05,26.36,47.77,6.67
2/11/2020,16:45:00,Lettuce,1.75,31.59,21.3,45.09,6.18
2/11/2020,19:15:00,Lettuce,0.39,26.74,16.15,41.77,6.05
3/11/2020,7:15:00,Lettuce,0.49,23.32,15.64,47.56,5.5
3/11/2020,9:30:00,Lettuce,1.88,28.11,14.53,40.03,6.52
3/11/2020,12:00:00,Lettuce,4.19,27.76,25.37,44.78,5.07
3/11/2020,14:30:00,Lettuce,3.48,28.25,16.4,50.12,6.03
3/11/2020,16:45:00,Lettuce,1.21,26.86,12.43,43.98,5.15
3/11/2020,19:15:00,Lettuce,0.39,31.7,19.34,50.2,6.67
4/11/2020,7:15:00,Lettuce,0.65,30.19,25.14,43.2,6.88
4/11/2020,9:30:00,Lettuce,1.27,31.77,23.55,43.58,5.48
4/11/2020,12:00:00,Lettuce,3.95,30.83,17.83,39.21,6.71
4/11/2020,14:30:00,Lettuce,2.74,31.42,10.07,39.66,6.61
4/11/2020,16:45:00,Lettuce,1.54,29.07,22.86,47.77,5.8
4/11/2020,19:15:00,Lettuce,0.24,24.17,26.4,37.39,6.46
5/11/2020,7:15:00,Lettuce,0.32,23.26,19.15,42.25,5.46
5/11/2020,9:30:00,Lettuce,1.46,27.87,11.64,41.33,5.9
5/11/2020,12:00:00,Lettuce,4.03,28.59,18.15,39.62,6.13
5/11/2020,14:30:00,Lettuce,2.95,23.47,16.63,43.66,5.32
5/11/2020,16:45:00,Lettuce,1.45,29.5,25.19,33.9,5.75
5/11/2020,19:15:00,Lettuce,0.44,26.05,27.9,47.32,5.44
6/11/2020,7:15:00,Lettuce,0.55,26.6,18.52,45,5.52
6/11/2020,9:30:00,Lettuce,2.32,23.87,18.81,43.26,5.93
6/11/2020,12:00:00,Lettuce,3.97,30.47,14.56,40.1,6.12
6/11/2020,14:30:00,Lettuce,3.56,24.1,10.37,46.75,5.04
6/11/2020,16:45:00,Lettuce,1.77,30.7,28.93,49.09,6.26
6/11/2020,19:15:00,Lettuce,0.57,25.43,28.08,41.19,6.53
7/11/2020,7:15:00,Lettuce,0.26,25.86,22.49,49.22,5.62
7/11/2020,9:30:00,Lettuce,2.3,27.01,26.97,48.34,5.72
7/11/2020,12:00:00,Lettuce,4.13,23.18,26.63,41.49,6.27
7/11/2020,14:30:00,Lettuce,3.84,28.82,22.17,43.34,5.02
7/11/2020,16:45:00,Lettuce,1.98,27.65,28.58,43.8,5.18
7/11/2020,19:15:00,Lettuce,0.31,27.69,15.14,45.4,5.72
8/11/2020,7:15:00,Lettuce,0.72,27.26,17.48,43.69,6.29
8/11/2020,9:30:00,Lettuce,1.89,25.87,26.8,44.68,6.72
8/11/2020,12:00:00,Lettuce,4.1,28.97,24.99,41.96,6.88
8/11/2020,14:30:00,Lettuce,3.54,30.88,15.34,44.35,6.69
8/11/2020,16:45:00,Lettuce,1.84,27.75,19.23,40.08,5.11
8/11/2020,19:15:00,Lettuce,0.53,31.22,19.35,48.72,5.45
9/11/2020,7:15:00,Lettuce,0.63,25.08,27.15,42.72,5.64
9/11/2020,9:30:00,Lettuce,1.47,31.36,23.66,48.7,6.15
9/11/2020,12:00:00,Lettuce,3.49,25.36,22.5,49.18,6.9
9/11/2020,14:30:00,Lettuce,3.02,30.91,14.07,42.94,5.3
9/11/2020,16:45:00,Lettuce,0.97,30.62,21.36,49.87,6.82
9/11/2020,19:15:00,Lettuce,0.23,24.69,16.22,47.42,6.06
10/11/2020,7:15:00,Lettuce,0.71,31.81,13.89,43.2,6.9
10/11/2020,9:30:00,Lettuce,1.27,29.35,13.94,41.66,5.32
10/11/2020,12:00:00,Lettuce,3.39,25.32,27.25,44.92,6.82
10/11/2020,14:30:00,Lettuce,2.88,24.15,28.48,48.86,5.14
10/11/2020,16:45:00,Lettuce,1.16,29.99,25.5,41.16,6.27
10/11/2020,19:15:00,Lettuce,0.24,31.63,11.42,40.11,6.81
11/11/2020,7:15:00,Lettuce,0.54,23.62,24.64,43.13,5.68
11/11/2020,9:30:00,Lettuce,1.64,28.83,14.1,43.98,5.16
11/11/2020,12:00:00,Lettuce,4.02,25.72,17.04,40.64,5.7
11/11/2020,14:30:00,Lettuce,2.43,25.28,18.45,52.54,5.89
11/11/2020,16:45:00,Lettuce,0.97,27.81,10.27,42.93,6.18
11/11/2020,19:15:00,Lettuce,0.29,26.6,24.79,42.7,5.84
12/11/2020,7:15:00,Lettuce,0.62,27.13,17.84,42.77,6.5
12/11/2020,9:30:00,Lettuce,1.42,30.23,19.44,50.38,6.06
12/11/2020,12:00:00,Lettuce,3.74,29.27,20.8,43.61,5.73
12/11/2020,14:30:00,Lettuce,3.39,24.31,20.3,50.96,6.26
12/11/2020,16:45:00,Lettuce,1.12,27.19,22.72,46.91,5.45
12/11/2020,19:15:00,Lettuce,0.63,23.2,22.11,48.57,6.9
13/11/2020,7:15:00,Lettuce,0.29,31.16,12.77,47.44,6.64
13/11/2020,9:30:00,Lettuce,1.54,26.95,28.08,44.69,5.8
13/11/2020,12:00:00,Lettuce,3.41,23.61,14.08,48.75,6
13/11/2020,14:30:00,Lettuce,2.52,25.28,29.74,49.26,6.7
13/11/2020,16:45:00,Lettuce,1.05,25.56,26.93,40.69,5.26
13/11/2020,19:15:00,Lettuce,0.48,23.39,11.27,43.01,6.2
14/11/2020,7:15:00,Lettuce,0.34,28.21,23.79,39.49,6.82
14/11/2020,9:30:00,Lettuce,1.3,27.81,13.32,46.54,5.48
14/11/2020,12:00:00,Lettuce,4.04,30.79,20.73,45.99,5.76
14/11/2020,14:30:00,Lettuce,2.85,30.46,26.4,44.18,5.2
14/11/2020,16:45:00,Lettuce,1.21,24.28,25.2,39.9,6.06
14/11/2020,19:15:00,Lettuce,0.3,31.94,14.59,39.97,5.6
15/11/2020,7:15:00,Lettuce,0.7,23.17,21.87,42.38,5.01
15/11/2020,9:30:00,Lettuce,2.05,30.55,18.63,51.89,5.36
15/11/2020,12:00:00,Lettuce,4.06,31.27,18.19,47.75,6.43
15/11/2020,14:30:00,Lettuce,2.43,26.06,14.54,47.57,6.81
15/11/2020,16:45:00,Lettuce,0.92,23.54,22.64,46.15,5.22
15/11/2020,19:15:00,Lettuce,0.31,26.83,19.04,46.7,6.77
16/11/2020,7:15:00,Lettuce,0.51,30.47,18.87,41.35,6.96
16/11/2020,9:30:00,Lettuce,2.4,31.36,10.88,44.12,5.67
16/11/2020,12:00:00,Lettuce,3.44,31.67,11.44,51.31,5.93
16/11/2020,14:30:00,Lettuce,2.44,24.07,24.57,49.71,6.27
16/11/2020,16:45:00,Lettuce,1.51,27.53,22.38,45.35,5.47
16/11/2020,19:15:00,Lettuce,0.52,29.46,12.57,42.42,5.14
17/11/2020,7:15:00,Lettuce,0.65,27.95,28.07,46.29,5.22
17/11/2020,9:30:00,Lettuce,2.16,23.69,11.12,44.78,5.11
17/11/2020,12:00:00,Lettuce,4.64,26.26,19.14,40.85,5.99
17/11/2020,14:30:00,Lettuce,3.87,27.67,22.42,43.43,5.42
17/11/2020,16:45:00,Lettuce,1.14,23.87,17.66,45.89,5.99
17/11/2020,19:15:00,Lettuce,0.27,26.19,14.21,45.26,5.59
18/11/2020,7:15:00,Lettuce,0.37,24.2,19.9,43.18,5.83
18/11/2020,9:30:00,Lettuce,1.22,26.66,25.84,40.64,5.41
18/11/2020,12:00:00,Lettuce,4.74,31.21,22.44,44.3,6.14
18/11/2020,14:30:00,Lettuce,3,28.4,25.68,43.35,6.68
18/11/2020,16:45:00,Lettuce,1.11,31.37,20.17,42.6,5.25
18/11/2020,19:15:00,Lettuce,0.28,27.8,27.62,44.43,6.24
19/11/2020,7:15:00,Lettuce,0.64,25.78,19.76,40.78,5.2
19/11/2020,9:30:00,Lettuce,1.28,30.12,26.98,44.42,6.22
19/11/2020,12:00:00,Lettuce,3.76,27.7,12.21,49.62,5.71
19/11/2020,14:30:00,Lettuce,3.15,29.03,28.83,47.08,6.9
19/11/2020,16:45:00,Lettuce,1.54,30.42,10.87,51.08,5.41
19/11/2020,19:15:00,Lettuce,0.27,23.09,21.73,46.9,5.19
20/11/2020,7:15:00,Lettuce,0.35,30.68,23.21,40.57,5.1
20/11/2020,9:30:00,Lettuce,1.55,30.88,21.06,45.34,6.42
20/11/2020,12:00:00,Lettuce,3.8,28.84,20.21,44.09,5.55
20/11/2020,14:30:00,Lettuce,2.47,24.16,10.23,48.77,6.5
20/11/2020,16:45:00,Lettuce,1.32,26.35,22.6,45.3,5.73
20/11/2020,19:15:00,Lettuce,0.42,28.04,22.91,47.99,5.19
21/11/2020,7:15:00,Lettuce,0.68,25.97,14.48,44.79,5.05
21/11/2020,9:30:00,Lettuce,1.57,30.76,24.47,43.94,5.34
21/11/2020,12:00:00,Lettuce,4.44,25.51,10.24,43.27,5.66
21/11/2020,14:30:00,Lettuce,3.14,25.28,14.39,40.1,6.27
21/11/2020,16:45:00,Lettuce,1.8,27.38,15.16,38.83,5.93
21/11/2020,19:15:00,Lettuce,0.27,24.14,20.63,47.46,5.09
22/11/2020,7:15:00,Lettuce,0.58,26.78,15.33,44.85,6.32
22/11/2020,9:30:00,Lettuce,2.01,30.11,11.55,48.13,6.07
22/11/2020,12:00:00,Lettuce,4.12,27.84,10.14,47.19,5.97
22/11/2020,14:30:00,Lettuce,2.76,31.72,21.5,44.16,6.17
22/11/2020,16:45:00,Lettuce,1,31.97,21.5,54.27,6.99
22/11/2020,19:15:00,Lettuce,0.38,30.33,21.26,43.2,6.84
23/11/2020,7:15:00,Lettuce,0.46,25.45,23.36,43.13,6.69
23/11/2020,9:30:00,Lettuce,1.81,27.77,13.39,44.86,6.24
23/11/2020,12:00:00,Lettuce,3.85,25.74,24.45,40.66,5.64
23/11/2020,14:30:00,Lettuce,3.87,31.69,12.49,48.33,5.23
23/11/2020,16:45:00,Lettuce,1.49,31.07,19.44,48.26,6.23
23/11/2020,19:15:00,Lettuce,0.19,23.8,14.31,45.26,5.74
24/11/2020,7:15:00,Lettuce,0.51,28.7,20.56,43.11,5.74
24/11/2020,9:30:00,Lettuce,1.57,31.63,14.21,40.77,6.79
24/11/2020,12:00:00,Lettuce,4.41,26.5,15.08,41.79,5.82
24/11/2020,14:30:00,Lettuce,3.21,29.91,23.28,51.68,5.11
24/11/2020,16:45:00,Lettuce,1.46,29.44,10.69,41.51,5.19
24/11/2020,19:15:00,Lettuce,0.63,23.57,22.16,41.39,6.89
25/11/2020,7:15:00,Lettuce,0.64,27,15.92,45.17,5.12
25/11/2020,9:30:00,Lettuce,2.1,28.26,19.01,44.43,5.39
25/11/2020,12:00:00,Lettuce,4.78,26.19,26.22,44.57,5.59
25/11/2020,14:30:00,Lettuce,3.57,30.14,22.69,38.96,6.67
25/11/2020,16:45:00,Lettuce,1.59,28.63,14.4,47.1,6.04
25/11/2020,19:15:00,Lettuce,0.64,28.96,23.43,47.02,5.26
26/11/2020,7:15:00,Lettuce,0.34,26.53,18.75,49.83,6.43
26/11/2020,9:30:00,Lettuce,1.72,26.89,26.94,36.8,5.88
26/11/2020,12:00:00,Lettuce,3.79,31.53,11.66,45.96,6.84
26/11/2020,14:30:00,Lettuce,2.78,30.88,13.86,41.2,5.67
26/11/2020,16:45:00,Lettuce,1.25,23.68,14.29,45.14,6.44
26/11/2020,19:15:00,Lettuce,0.2,25.8,17.69,39.62,5.3
27/11/2020,7:15:00,Lettuce,0.78,25.43,13,50.87,6.13
27/11/2020,9:30:00,Lettuce,2.06,27.4,16.69,47.58,5.53
27/11/2020,12:00:00,Lettuce,4.71,29.17,29.59,41.59,6
27/11/2020,14:30:00,Lettuce,3.86,25.41,15.97,45.76,5.83
27/11/2020,16:45:00,Lettuce,1.2,23.48,21.7,43.06,5.22
